ORTHOMCL0	NP_001001411.2_HUMAN
ORTHOMCL18161	NP_955371.2_HUMAN
ORTHOMCL18162	NP_848511.1_HUMAN
ORTHOMCL18163	XP_006720472.1_HUMAN
ORTHOMCL18164	XP_006717176.1_HUMAN
ORTHOMCL18165	NP_000750.1_HUMAN
ORTHOMCL18166	NP_079512.2_HUMAN
ORTHOMCL18167	NP_006429.2_HUMAN
ORTHOMCL18168	XP_016881733.1_HUMAN
ORTHOMCL18169	NP_777551.2_HUMAN
ORTHOMCL18171	NP_054789.2_HUMAN
ORTHOMCL18172	NP_997291.1_HUMAN
ORTHOMCL18173	NP_878248.2_HUMAN
ORTHOMCL18174	NP_060520.2_HUMAN
ORTHOMCL18175	NP_005192.1_HUMAN
ORTHOMCL18176	NP_006642.1_HUMAN
ORTHOMCL18177	NP_062832.1_HUMAN
ORTHOMCL18178	NP_001176.1_HUMAN
ORTHOMCL18179	NP_201585.1_HUMAN
ORTHOMCL18180	NP_219494.2_HUMAN
ORTHOMCL18181	XP_011512998.1_HUMAN
ORTHOMCL18182	NP_001116188.1_HUMAN
ORTHOMCL18183	NP_001155000.1_HUMAN
ORTHOMCL18184	NP_055394.2_HUMAN
ORTHOMCL18185	XP_016870841.1_HUMAN
ORTHOMCL18186	NP_001099028.1_HUMAN
ORTHOMCL18187	NP_473364.1_HUMAN
ORTHOMCL18188	NP_001963.1_HUMAN
ORTHOMCL18189	NP_079087.3_HUMAN
ORTHOMCL18190	NP_006734.1_HUMAN
ORTHOMCL18191	NP_001229450.1_HUMAN
ORTHOMCL18193	NP_976038.1_HUMAN
ORTHOMCL18194	NP_005840.2_HUMAN
ORTHOMCL18195	NP_060378.1_HUMAN
ORTHOMCL18196	NP_060301.2_HUMAN
ORTHOMCL18197	XP_016861175.1_HUMAN
ORTHOMCL18198	NP_079538.3_HUMAN
ORTHOMCL18199	NP_653218.1_HUMAN
ORTHOMCL18200	NP_116565.3_HUMAN
ORTHOMCL18201	NP_001138523.1_HUMAN
ORTHOMCL18202	XP_011543015.1_HUMAN
ORTHOMCL18203	NP_954649.3_HUMAN
ORTHOMCL18204	NP_001091995.1_HUMAN
ORTHOMCL18205	NP_076997.1_HUMAN
ORTHOMCL18206	NP_073626.1_HUMAN
ORTHOMCL18207	XP_016855891.1_HUMAN
ORTHOMCL18208	XP_016855704.1_HUMAN
ORTHOMCL18209	NP_001093629.1_HUMAN
ORTHOMCL18210	NP_071402.1_HUMAN
ORTHOMCL18211	NP_073590.2_HUMAN
ORTHOMCL18212	XP_011540933.1_HUMAN
ORTHOMCL18213	NP_064567.2_HUMAN
ORTHOMCL18214	XP_011524990.1_HUMAN
ORTHOMCL18215	XP_016879261.1_HUMAN
ORTHOMCL18216	NP_694552.2_HUMAN
ORTHOMCL18217	XP_011513798.1_HUMAN
ORTHOMCL18218	NP_079508.2_HUMAN
ORTHOMCL18219	NP_996782.1_HUMAN
ORTHOMCL18220	NP_997243.2_HUMAN
ORTHOMCL18221	XP_011540361.1_HUMAN
ORTHOMCL18222	XP_011513172.1_HUMAN
ORTHOMCL18223	NP_001244954.1_HUMAN
ORTHOMCL18224	NP_057391.1_HUMAN
ORTHOMCL18225	NP_037403.1_HUMAN
ORTHOMCL18226	NP_061894.2_HUMAN
ORTHOMCL18227	NP_003802.1_HUMAN
ORTHOMCL18228	NP_065385.2_HUMAN
ORTHOMCL18229	NP_001290162.1_HUMAN
ORTHOMCL18230	XP_011526799.1_HUMAN
ORTHOMCL18231	NP_443165.1_HUMAN
ORTHOMCL18232	NP_001009606.3_HUMAN
ORTHOMCL18233	XP_011525369.1_HUMAN
ORTHOMCL18234	NP_079504.2_HUMAN
ORTHOMCL18235	NP_001125.1_HUMAN
ORTHOMCL18236	NP_067637.2_HUMAN
ORTHOMCL18237	NP_874361.1_HUMAN
ORTHOMCL18238	NP_071430.2_HUMAN
ORTHOMCL18239	NP_085125.1_HUMAN
ORTHOMCL18240	XP_011526892.1_HUMAN
ORTHOMCL18241	NP_996554.2_HUMAN
ORTHOMCL18242	NP_689626.2_HUMAN
ORTHOMCL18243	XP_005263861.1_HUMAN
ORTHOMCL18244	NP_068739.1_HUMAN
ORTHOMCL18245	NP_001004469.1_HUMAN
ORTHOMCL18246	NP_005792.1_HUMAN
ORTHOMCL18247	NP_085057.3_HUMAN
ORTHOMCL18248	XP_016883328.1_HUMAN
ORTHOMCL18249	NP_001139788.1_HUMAN
ORTHOMCL18250	NP_001264282.1_HUMAN
ORTHOMCL18251	XP_016883478.1_HUMAN
ORTHOMCL18252	NP_599028.1_HUMAN
ORTHOMCL18253	XP_011542218.1_HUMAN
ORTHOMCL18254	NP_001191215.1_HUMAN
ORTHOMCL18255	NP_061160.3_HUMAN
ORTHOMCL18256	NP_660315.2_HUMAN
ORTHOMCL18257	XP_016870851.1_HUMAN
ORTHOMCL18258	XP_011536875.1_HUMAN
ORTHOMCL18259	NP_870992.2_HUMAN
ORTHOMCL18260	NP_872308.2_HUMAN
ORTHOMCL18261	XP_005266917.1_HUMAN
ORTHOMCL18262	XP_006718603.1_HUMAN
ORTHOMCL18263	XP_016874924.1_HUMAN
ORTHOMCL18264	NP_076971.1_HUMAN
ORTHOMCL18265	NP_065865.1_HUMAN
ORTHOMCL18266	XP_016874376.1_HUMAN
ORTHOMCL18267	NP_065853.3_HUMAN
ORTHOMCL18268	NP_003242.1_HUMAN
ORTHOMCL18269	NP_078777.1_HUMAN
ORTHOMCL18270	NP_653274.1_HUMAN
ORTHOMCL18271	NP_976224.3_HUMAN
ORTHOMCL18272	NP_000470.2_HUMAN
ORTHOMCL18273	NP_004488.2_HUMAN
ORTHOMCL18274	NP_443095.2_HUMAN
ORTHOMCL18275	XP_005272045.1_HUMAN
ORTHOMCL18276	NP_714919.2_HUMAN
ORTHOMCL18277	NP_055554.1_HUMAN
ORTHOMCL18278	NP_940936.2_HUMAN
ORTHOMCL18279	NP_001098549.2_HUMAN
ORTHOMCL18280	NP_036406.1_HUMAN
ORTHOMCL18281	NP_001007090.3_HUMAN
ORTHOMCL18282	NP_001073875.1_HUMAN
ORTHOMCL18283	NP_079501.2_HUMAN
ORTHOMCL18284	NP_001138775.2_HUMAN
ORTHOMCL18285	XP_006724091.1_HUMAN
ORTHOMCL18286	XP_016869761.1_HUMAN
ORTHOMCL18287	NP_067043.2_HUMAN
ORTHOMCL18288	NP_001747.2_HUMAN
ORTHOMCL18289	XP_011529245.1_HUMAN
ORTHOMCL18290	NP_058640.1_HUMAN
ORTHOMCL18291	XP_011512051.1_HUMAN
ORTHOMCL18292	NP_002665.2_HUMAN
ORTHOMCL18293	NP_079074.2_HUMAN
ORTHOMCL18294	NP_060862.3_HUMAN
ORTHOMCL18295	NP_001043.2_HUMAN
ORTHOMCL18296	NP_899232.2_HUMAN
ORTHOMCL18297	NP_005549.2_HUMAN
ORTHOMCL18298	NP_543149.1_HUMAN
ORTHOMCL18299	NP_004865.1_HUMAN
ORTHOMCL18300	NP_115743.1_HUMAN
ORTHOMCL18302	XP_016872542.1_HUMAN
ORTHOMCL18303	NP_055221.1_HUMAN
ORTHOMCL18304	NP_659477.2_HUMAN
ORTHOMCL18305	NP_060276.2_HUMAN
ORTHOMCL18306	NP_004048.1_HUMAN
ORTHOMCL18307	NP_001116423.1_HUMAN
ORTHOMCL18308	XP_016877205.1_HUMAN
ORTHOMCL18309	NP_872310.2_HUMAN
ORTHOMCL18310	NP_001035194.1_HUMAN
ORTHOMCL18311	NP_001025190.1_HUMAN
ORTHOMCL18312	NP_659480.1_HUMAN
ORTHOMCL18313	NP_001304732.1_HUMAN
ORTHOMCL18314	NP_006452.3_HUMAN
ORTHOMCL18315	XP_016859552.1_HUMAN
ORTHOMCL18316	NP_065111.1_HUMAN
ORTHOMCL18317	NP_945352.3_HUMAN
ORTHOMCL18318	NP_002478.1_HUMAN
ORTHOMCL18319	XP_016882679.1_HUMAN
ORTHOMCL18320	NP_444282.3_HUMAN
ORTHOMCL18321	XP_005273309.1_HUMAN
ORTHOMCL18322	NP_001013644.1_HUMAN
ORTHOMCL18323	NP_277047.2_HUMAN
ORTHOMCL18324	NP_776249.1_HUMAN
ORTHOMCL18325	XP_016862032.1_HUMAN
ORTHOMCL18326	NP_001197.1_HUMAN
ORTHOMCL18327	NP_001308346.1_HUMAN
ORTHOMCL18328	NP_612465.3_HUMAN
ORTHOMCL18329	NP_003441.1_HUMAN
ORTHOMCL18330	NP_116247.1_HUMAN
ORTHOMCL18331	NP_659478.1_HUMAN
ORTHOMCL18332	NP_001483.3_HUMAN
ORTHOMCL18333	NP_071390.1_HUMAN
ORTHOMCL18334	NP_059109.3_HUMAN
ORTHOMCL18335	XP_016880602.1_HUMAN
ORTHOMCL18336	NP_542141.1_HUMAN
ORTHOMCL18337	NP_690005.2_HUMAN
ORTHOMCL18338	XP_006711593.1_HUMAN
ORTHOMCL18339	XP_011524502.1_HUMAN
ORTHOMCL18340	XP_006723282.1_HUMAN
ORTHOMCL18341	NP_001152967.1_HUMAN
ORTHOMCL18342	XP_011517790.1_HUMAN
ORTHOMCL18343	NP_757384.1_HUMAN
ORTHOMCL18344	NP_001003693.1_HUMAN
ORTHOMCL18345	NP_001005471.1_HUMAN
ORTHOMCL18346	XP_016875899.1_HUMAN
ORTHOMCL18347	NP_001001912.2_HUMAN
ORTHOMCL18348	NP_079148.2_HUMAN
ORTHOMCL18349	NP_835236.2_HUMAN
ORTHOMCL18350	XP_016885215.1_HUMAN
ORTHOMCL18351	XP_011520685.1_HUMAN
ORTHOMCL18352	NP_115852.1_HUMAN
ORTHOMCL18353	NP_689952.1_HUMAN
ORTHOMCL18354	NP_001012303.1_HUMAN
ORTHOMCL18355	NP_036267.1_HUMAN
ORTHOMCL18356	NP_004812.1_HUMAN
ORTHOMCL18357	NP_001171808.1_HUMAN
ORTHOMCL18359	XP_005258750.1_HUMAN
ORTHOMCL18360	XP_011518989.1_HUMAN
ORTHOMCL18361	NP_001139014.1_HUMAN
ORTHOMCL18362	NP_001269359.1_HUMAN
ORTHOMCL18363	NP_653299.4_HUMAN
ORTHOMCL18364	XP_011543189.1_HUMAN
ORTHOMCL18365	NP_003686.1_HUMAN
ORTHOMCL18366	NP_892030.3_HUMAN
ORTHOMCL18367	NP_001227.1_HUMAN
ORTHOMCL18368	XP_016855715.1_HUMAN
ORTHOMCL18369	NP_001186508.1_HUMAN
ORTHOMCL18370	NP_258260.1_HUMAN
ORTHOMCL18371	XP_016881806.1_HUMAN
ORTHOMCL18372	NP_001184113.2_HUMAN
ORTHOMCL18373	NP_004045.1_HUMAN
ORTHOMCL18374	NP_001075955.1_HUMAN
ORTHOMCL18375	XP_006714736.1_HUMAN
ORTHOMCL18376	NP_001271221.1_HUMAN
ORTHOMCL18377	XP_016868068.1_HUMAN
ORTHOMCL18378	NP_005440.1_HUMAN
ORTHOMCL18379	NP_071753.2_HUMAN
ORTHOMCL18380	NP_062813.2_HUMAN
ORTHOMCL18381	NP_115876.3_HUMAN
ORTHOMCL18382	XP_011528124.1_HUMAN
ORTHOMCL18383	NP_008873.1_HUMAN
ORTHOMCL18384	NP_001255.3_HUMAN
ORTHOMCL18385	XP_011516936.1_HUMAN
ORTHOMCL18386	NP_008827.2_HUMAN
ORTHOMCL18389	NP_001254751.1_HUMAN
ORTHOMCL18390	NP_114124.1_HUMAN
ORTHOMCL18391	NP_001191406.1_HUMAN
ORTHOMCL18392	NP_775752.1_HUMAN
ORTHOMCL18393	XP_005278174.1_HUMAN
ORTHOMCL18394	XP_011544061.1_HUMAN
ORTHOMCL18395	NP_002059.3_HUMAN
ORTHOMCL18396	NP_036559.1_HUMAN
ORTHOMCL18397	NP_001005286.1_HUMAN
ORTHOMCL18398	XP_005272415.1_HUMAN
ORTHOMCL18399	NP_001139806.1_HUMAN
ORTHOMCL18400	XP_016874360.1_HUMAN
ORTHOMCL18401	NP_001025459.1_HUMAN
ORTHOMCL18403	NP_954713.1_HUMAN
ORTHOMCL18404	NP_001103130.1_HUMAN
ORTHOMCL18405	XP_016858913.1_HUMAN
ORTHOMCL18406	NP_127492.1_HUMAN
ORTHOMCL18407	XP_005259796.1_HUMAN
ORTHOMCL18408	XP_005256683.1_HUMAN
ORTHOMCL18409	NP_001177391.1_HUMAN
ORTHOMCL18410	XP_011511119.1_HUMAN
ORTHOMCL18411	NP_115989.1_HUMAN
ORTHOMCL18412	XP_016881522.1_HUMAN
ORTHOMCL18413	XP_016874039.1_HUMAN
ORTHOMCL18414	NP_001287.2_HUMAN
ORTHOMCL18415	NP_005109.2_HUMAN
ORTHOMCL18416	NP_001004480.1_HUMAN
ORTHOMCL18417	NP_789791.1_HUMAN
ORTHOMCL18418	NP_848651.2_HUMAN
ORTHOMCL18419	NP_062545.1_HUMAN
ORTHOMCL18420	NP_689501.1_HUMAN
ORTHOMCL18421	NP_065123.1_HUMAN
ORTHOMCL18422	NP_874363.1_HUMAN
ORTHOMCL18423	NP_006133.1_HUMAN
ORTHOMCL18424	XP_005263977.1_HUMAN
ORTHOMCL18425	NP_003766.1_HUMAN
ORTHOMCL18426	NP_036318.1_HUMAN
ORTHOMCL18427	NP_001265559.1_HUMAN
ORTHOMCL18428	NP_006679.1_HUMAN
ORTHOMCL18429	XP_016858852.1_HUMAN
ORTHOMCL18430	XP_016878427.1_HUMAN
ORTHOMCL18431	NP_116037.2_HUMAN
ORTHOMCL18432	NP_689851.1_HUMAN
ORTHOMCL18433	NP_005976.2_HUMAN
ORTHOMCL18434	XP_006719325.1_HUMAN
ORTHOMCL18436	NP_001010903.3_HUMAN
ORTHOMCL18437	NP_001139658.1_HUMAN
ORTHOMCL18438	NP_008818.3_HUMAN
ORTHOMCL18439	NP_543145.1_HUMAN
ORTHOMCL18440	NP_001139182.1_HUMAN
ORTHOMCL18441	NP_001004478.1_HUMAN
ORTHOMCL18442	NP_003877.2_HUMAN
ORTHOMCL18443	NP_542790.2_HUMAN
ORTHOMCL18444	XP_006723013.1_HUMAN
ORTHOMCL18445	NP_058637.1_HUMAN
ORTHOMCL18446	XP_011530223.1_HUMAN
ORTHOMCL18447	NP_783861.3_HUMAN
ORTHOMCL18448	NP_001124149.1_HUMAN
ORTHOMCL18449	NP_203133.1_HUMAN
ORTHOMCL18450	XP_005273982.1_HUMAN
ORTHOMCL18451	XP_016855815.1_HUMAN
ORTHOMCL18452	XP_005259948.1_HUMAN
ORTHOMCL18453	NP_076435.1_HUMAN
ORTHOMCL18454	NP_001073915.2_HUMAN
ORTHOMCL18455	NP_009199.1_HUMAN
ORTHOMCL18456	NP_115511.3_HUMAN
ORTHOMCL18457	NP_775103.1_HUMAN
ORTHOMCL18458	NP_078919.2_HUMAN
ORTHOMCL18459	NP_937770.1_HUMAN
ORTHOMCL18460	NP_001136007.1_HUMAN
ORTHOMCL18461	NP_001018092.1_HUMAN
ORTHOMCL18462	NP_005209.1_HUMAN
ORTHOMCL18463	NP_001005483.1_HUMAN
ORTHOMCL18464	XP_006716740.1_HUMAN
ORTHOMCL18466	NP_004326.1_HUMAN
ORTHOMCL18468	NP_443164.2_HUMAN
ORTHOMCL18469	NP_976308.1_HUMAN
ORTHOMCL18470	NP_001078924.1_HUMAN
ORTHOMCL18471	NP_898885.1_HUMAN
ORTHOMCL18472	XP_016872702.1_HUMAN
ORTHOMCL18473	NP_079040.2_HUMAN
ORTHOMCL18474	NP_001138422.1_HUMAN
ORTHOMCL18475	NP_997723.2_HUMAN
ORTHOMCL18476	NP_067044.2_HUMAN
ORTHOMCL18477	NP_079539.2_HUMAN
ORTHOMCL18478	XP_011520046.1_HUMAN
ORTHOMCL18479	NP_001010922.1_HUMAN
ORTHOMCL18480	NP_001005497.1_HUMAN
ORTHOMCL18481	XP_006710677.1_HUMAN
ORTHOMCL18482	NP_775755.3_HUMAN
ORTHOMCL18483	NP_663772.1_HUMAN
ORTHOMCL18484	NP_036483.2_HUMAN
ORTHOMCL18485	NP_001153797.1_HUMAN
ORTHOMCL18486	NP_008883.2_HUMAN
ORTHOMCL18487	XP_016862536.1_HUMAN
ORTHOMCL18488	XP_016861747.1_HUMAN
ORTHOMCL18489	NP_001032820.1_HUMAN
ORTHOMCL18490	XP_005255767.1_HUMAN
ORTHOMCL18491	NP_001004474.1_HUMAN
ORTHOMCL18493	NP_001265617.1_HUMAN
ORTHOMCL18494	NP_001180235.1_HUMAN
ORTHOMCL18495	NP_055620.1_HUMAN
ORTHOMCL18496	XP_016865896.1_HUMAN
ORTHOMCL18497	XP_006721007.1_HUMAN
ORTHOMCL18498	XP_016856705.1_HUMAN
ORTHOMCL18499	NP_997527.2_HUMAN
ORTHOMCL18500	XP_011541141.1_HUMAN
ORTHOMCL18501	NP_001033793.2_HUMAN
ORTHOMCL18502	NP_597720.1_HUMAN
ORTHOMCL18503	NP_001014440.2_HUMAN
ORTHOMCL18504	NP_003568.2_HUMAN
ORTHOMCL18506	XP_011512702.1_HUMAN
ORTHOMCL18507	NP_062564.1_HUMAN
ORTHOMCL18508	NP_005599.1_HUMAN
ORTHOMCL18509	NP_001005283.1_HUMAN
ORTHOMCL18511	NP_001300962.1_HUMAN
ORTHOMCL18512	NP_997309.2_HUMAN
ORTHOMCL18513	XP_006716214.1_HUMAN
ORTHOMCL18514	NP_612157.1_HUMAN
ORTHOMCL18515	XP_011522610.2_HUMAN
ORTHOMCL18516	NP_058641.1_HUMAN
ORTHOMCL18518	NP_848611.2_HUMAN
ORTHOMCL18519	NP_689900.1_HUMAN
ORTHOMCL18520	NP_001073931.1_HUMAN
ORTHOMCL18522	NP_001012526.2_HUMAN
ORTHOMCL18523	NP_114164.1_HUMAN
ORTHOMCL18524	NP_006308.3_HUMAN
ORTHOMCL18525	NP_005555.2_HUMAN
ORTHOMCL18526	NP_113667.1_HUMAN
ORTHOMCL18527	NP_694563.1_HUMAN
ORTHOMCL18528	NP_066279.2_HUMAN
ORTHOMCL18529	NP_001001923.1_HUMAN
ORTHOMCL18530	NP_115956.3_HUMAN
ORTHOMCL18531	NP_037496.4_HUMAN
ORTHOMCL18532	NP_001164566.1_HUMAN
ORTHOMCL18533	NP_060880.3_HUMAN
ORTHOMCL18534	NP_064509.2_HUMAN
ORTHOMCL18535	XP_011516981.1_HUMAN
ORTHOMCL18536	NP_001005327.2_HUMAN
ORTHOMCL18537	NP_778230.1_HUMAN
ORTHOMCL18538	XP_011535103.2_HUMAN
ORTHOMCL18539	NP_009110.2_HUMAN
ORTHOMCL18540	XP_011541108.1_HUMAN
ORTHOMCL18541	XP_011544082.1_HUMAN
ORTHOMCL18542	XP_011539625.1_HUMAN
ORTHOMCL18543	NP_853637.2_HUMAN
ORTHOMCL18544	XP_016880064.1_HUMAN
ORTHOMCL18545	NP_001091999.1_HUMAN
ORTHOMCL18546	NP_001306029.1_HUMAN
ORTHOMCL18547	NP_001561.3_HUMAN
ORTHOMCL18548	NP_570969.2_HUMAN
ORTHOMCL18549	NP_891549.1_HUMAN
ORTHOMCL18550	NP_112208.1_HUMAN
ORTHOMCL18551	NP_059509.1_HUMAN
ORTHOMCL18552	NP_000217.2_HUMAN
ORTHOMCL18553	NP_001025041.1_HUMAN
ORTHOMCL18554	NP_005242.1_HUMAN
ORTHOMCL18555	XP_016862815.1_HUMAN
ORTHOMCL18556	XP_016879154.1_HUMAN
ORTHOMCL18557	NP_001274512.1_HUMAN
ORTHOMCL18558	NP_001272414.1_HUMAN
ORTHOMCL18559	XP_016875697.1_HUMAN
ORTHOMCL18560	NP_005294.1_HUMAN
ORTHOMCL18561	XP_011526015.1_HUMAN
ORTHOMCL18562	NP_075385.1_HUMAN
ORTHOMCL18563	NP_001004483.1_HUMAN
ORTHOMCL18564	XP_011531976.1_HUMAN
ORTHOMCL18565	NP_003303.2_HUMAN
ORTHOMCL18566	NP_937823.1_HUMAN
ORTHOMCL18567	XP_006714515.1_HUMAN
ORTHOMCL18568	NP_001034965.1_HUMAN
ORTHOMCL18570	XP_016884091.1_HUMAN
ORTHOMCL18571	NP_775896.3_HUMAN
ORTHOMCL18573	NP_699164.1_HUMAN
ORTHOMCL18574	NP_689579.3_HUMAN
ORTHOMCL18575	NP_001273328.1_HUMAN
ORTHOMCL18576	NP_775951.2_HUMAN
ORTHOMCL18577	NP_659490.4_HUMAN
ORTHOMCL18578	NP_001287864.1_HUMAN
ORTHOMCL18579	NP_001258085.2_HUMAN
ORTHOMCL18580	NP_795364.2_HUMAN
ORTHOMCL18581	NP_699161.1_HUMAN
ORTHOMCL18582	NP_733759.1_HUMAN
ORTHOMCL18583	NP_612456.1_HUMAN
ORTHOMCL18584	NP_001005490.1_HUMAN
ORTHOMCL18585	NP_000582.1_HUMAN
ORTHOMCL18586	NP_001034585.1_HUMAN
ORTHOMCL18587	NP_001239586.1_HUMAN
ORTHOMCL18588	NP_001005188.1_HUMAN
ORTHOMCL18589	NP_002167.1_HUMAN
ORTHOMCL18590	XP_005247743.3_HUMAN
ORTHOMCL18592	NP_751944.1_HUMAN
ORTHOMCL18593	XP_011544223.1_HUMAN
ORTHOMCL18594	XP_011508130.1_HUMAN
ORTHOMCL18595	NP_001298111.1_HUMAN
ORTHOMCL18596	NP_689931.2_HUMAN
ORTHOMCL18597	NP_057727.2_HUMAN
ORTHOMCL18598	XP_016858272.1_HUMAN
ORTHOMCL18599	NP_689824.2_HUMAN
ORTHOMCL18600	XP_011527479.1_HUMAN
ORTHOMCL18601	NP_689694.1_HUMAN
ORTHOMCL18602	XP_011526654.1_HUMAN
ORTHOMCL18603	NP_054780.2_HUMAN
ORTHOMCL18604	NP_001157617.1_HUMAN
ORTHOMCL18605	XP_011542662.1_HUMAN
ORTHOMCL18606	XP_006716831.1_HUMAN
ORTHOMCL18607	NP_064604.2_HUMAN
ORTHOMCL18608	NP_071443.2_HUMAN
ORTHOMCL18609	NP_689624.2_HUMAN
ORTHOMCL18610	XP_016862729.1_HUMAN
ORTHOMCL18611	XP_016875635.1_HUMAN
ORTHOMCL18612	NP_000164.5_HUMAN
ORTHOMCL18613	NP_612358.3_HUMAN
ORTHOMCL18614	XP_006714663.1_HUMAN
ORTHOMCL18615	NP_003398.2_HUMAN
ORTHOMCL18616	NP_075054.3_HUMAN
ORTHOMCL18618	NP_006769.2_HUMAN
ORTHOMCL18619	XP_005261703.1_HUMAN
ORTHOMCL18620	NP_001034254.2_HUMAN
ORTHOMCL18621	NP_001258836.1_HUMAN
ORTHOMCL18622	NP_001013683.1_HUMAN
ORTHOMCL18623	XP_016884413.1_HUMAN
ORTHOMCL18624	NP_620586.3_HUMAN
ORTHOMCL18625	NP_001004432.1_HUMAN
ORTHOMCL18626	XP_011516958.1_HUMAN
ORTHOMCL18627	NP_112223.1_HUMAN
ORTHOMCL18628	XP_016865335.1_HUMAN
ORTHOMCL18629	NP_001005480.2_HUMAN
ORTHOMCL18630	NP_001005237.1_HUMAN
ORTHOMCL18631	NP_775820.2_HUMAN
ORTHOMCL18632	NP_851853.1_HUMAN
ORTHOMCL18633	NP_001002925.1_HUMAN
ORTHOMCL18634	NP_009156.2_HUMAN
ORTHOMCL18635	XP_016862893.1_HUMAN
ORTHOMCL18636	NP_001243042.1_HUMAN
ORTHOMCL18637	NP_001005197.1_HUMAN
ORTHOMCL18638	NP_001182762.1_HUMAN
ORTHOMCL18639	NP_001005492.1_HUMAN
ORTHOMCL18640	NP_055028.3_HUMAN
ORTHOMCL18641	XP_005268559.1_HUMAN
ORTHOMCL18642	NP_663633.1_HUMAN
ORTHOMCL18643	NP_783866.2_HUMAN
ORTHOMCL18644	NP_055432.2_HUMAN
ORTHOMCL18645	NP_001093109.1_HUMAN
ORTHOMCL18646	XP_011512129.1_HUMAN
ORTHOMCL18647	XP_006711491.1_HUMAN
ORTHOMCL18648	XP_016882231.1_HUMAN
ORTHOMCL18649	NP_871001.1_HUMAN
ORTHOMCL18650	NP_076919.1_HUMAN
ORTHOMCL18651	NP_003674.1_HUMAN
ORTHOMCL18652	NP_001292102.1_HUMAN
ORTHOMCL18653	NP_775908.2_HUMAN
ORTHOMCL18654	NP_039229.3_HUMAN
ORTHOMCL18655	NP_061157.3_HUMAN
ORTHOMCL18656	XP_011520808.1_HUMAN
ORTHOMCL18657	XP_016881920.1_HUMAN
ORTHOMCL18658	XP_011532317.1_HUMAN
ORTHOMCL18661	NP_001002914.1_HUMAN
ORTHOMCL18662	NP_795372.1_HUMAN
ORTHOMCL18663	NP_001005281.1_HUMAN
ORTHOMCL18664	NP_001005282.1_HUMAN
ORTHOMCL18665	NP_663771.1_HUMAN
ORTHOMCL18667	NP_001001712.2_HUMAN
ORTHOMCL18668	NP_001231001.1_HUMAN
ORTHOMCL18670	NP_940894.1_HUMAN
ORTHOMCL18671	NP_001005238.1_HUMAN
ORTHOMCL18672	NP_001005184.1_HUMAN
ORTHOMCL18673	NP_660206.2_HUMAN
ORTHOMCL18674	NP_067070.2_HUMAN
ORTHOMCL18675	NP_001186068.1_HUMAN
ORTHOMCL18676	NP_697019.1_HUMAN
ORTHOMCL18677	NP_037402.1_HUMAN
ORTHOMCL18678	NP_689642.3_HUMAN
ORTHOMCL18679	XP_011513396.1_HUMAN
ORTHOMCL18680	NP_859061.3_HUMAN
ORTHOMCL18681	NP_997203.1_HUMAN
ORTHOMCL18682	NP_001127666.1_HUMAN
ORTHOMCL18683	XP_006721634.1_HUMAN
ORTHOMCL18684	XP_005268894.1_HUMAN
ORTHOMCL18685	NP_079145.2_HUMAN
ORTHOMCL18686	NP_689907.1_HUMAN
ORTHOMCL18687	NP_848648.2_HUMAN
ORTHOMCL18688	NP_776165.3_HUMAN
ORTHOMCL18689	NP_004898.2_HUMAN
ORTHOMCL18690	NP_001005501.1_HUMAN
ORTHOMCL18691	XP_016881785.1_HUMAN
ORTHOMCL18692	NP_149976.1_HUMAN
ORTHOMCL18693	NP_001157849.1_HUMAN
ORTHOMCL18694	XP_006720477.1_HUMAN
ORTHOMCL18695	NP_003019.2_HUMAN
ORTHOMCL18696	NP_068566.2_HUMAN
ORTHOMCL18697	NP_001001343.2_HUMAN
ORTHOMCL18698	XP_011531592.1_HUMAN
ORTHOMCL18699	XP_016871517.1_HUMAN
ORTHOMCL18700	NP_001001965.1_HUMAN
ORTHOMCL18701	NP_001092256.1_HUMAN
ORTHOMCL18702	NP_060774.2_HUMAN
ORTHOMCL18704	NP_003970.1_HUMAN
ORTHOMCL18705	NP_001004052.1_HUMAN
ORTHOMCL18706	XP_005256013.1_HUMAN
ORTHOMCL18707	NP_659431.5_HUMAN
ORTHOMCL18709	NP_001287904.1_HUMAN
ORTHOMCL18710	XP_016884028.1_HUMAN
ORTHOMCL18711	NP_001229726.1_HUMAN
ORTHOMCL18712	NP_001005173.3_HUMAN
ORTHOMCL18713	NP_758955.2_HUMAN
ORTHOMCL18714	NP_061963.2_HUMAN
ORTHOMCL18715	XP_016864273.1_HUMAN
ORTHOMCL18716	NP_001263295.1_HUMAN
ORTHOMCL18717	NP_001013864.1_HUMAN
ORTHOMCL18718	XP_005255335.1_HUMAN
ORTHOMCL18719	NP_001006641.1_HUMAN
ORTHOMCL18720	XP_005249599.1_HUMAN
ORTHOMCL18721	XP_005257486.1_HUMAN
ORTHOMCL18722	NP_001005487.1_HUMAN
ORTHOMCL18723	NP_995581.1_HUMAN
ORTHOMCL18724	XP_011527950.2_HUMAN
ORTHOMCL18725	NP_005272.1_HUMAN
ORTHOMCL18726	NP_001278220.1_HUMAN
ORTHOMCL18727	NP_001074006.1_HUMAN
ORTHOMCL18728	NP_056475.1_HUMAN
ORTHOMCL18729	NP_001010874.2_HUMAN
ORTHOMCL18730	XP_016861791.1_HUMAN
ORTHOMCL18731	XP_005270807.1_HUMAN
ORTHOMCL18732	NP_694964.3_HUMAN
ORTHOMCL18733	NP_001004758.1_HUMAN
