ORTHOMCL420	2077725)]_AMEIU(
ORTHOMCL20653	lcl|CP034990.1_cds_TNM91165.1_3454_TAKIF(
ORTHOMCL20654	lcl|CP034991.1_cds_TNM89743.1_3977_TAKIF(
ORTHOMCL20655	lcl|CP034991.1_cds_TNM89826.1_4060_TAKIF(
ORTHOMCL20656	lcl|CP034991.1_cds_TNM90151.1_4385_TAKIF(
ORTHOMCL20657	lcl|CP034992.1_cds_TNM88299.1_4553_TAKIF(
ORTHOMCL20658	lcl|CP034992.1_cds_TNM88699.1_4953_TAKIF(
ORTHOMCL20659	lcl|CP034992.1_cds_TNM88716.1_4970_TAKIF(
ORTHOMCL20660	lcl|CP034992.1_cds_TNM88852.1_5106_TAKIF(
ORTHOMCL20661	lcl|CP034992.1_cds_TNM88928.1_5182_TAKIF(
ORTHOMCL20662	lcl|CP034992.1_cds_TNM88932.1_5186_TAKIF(
ORTHOMCL20663	lcl|CP034992.1_cds_TNM89135.1_5389_TAKIF(
ORTHOMCL20664	lcl|CP034993.1_cds_TNM87311.1_5531_TAKIF(
ORTHOMCL20665	lcl|CP034993.1_cds_TNM87326.1_5546_TAKIF(
ORTHOMCL20666	lcl|CP034993.1_cds_TNM87619.1_5839_TAKIF(
ORTHOMCL20667	lcl|CP034993.1_cds_TNM87694.1_5914_TAKIF(
ORTHOMCL20668	lcl|CP034993.1_cds_TNM87880.1_6100_TAKIF(
ORTHOMCL20669	lcl|CP034993.1_cds_TNM87974.1_6194_TAKIF(
ORTHOMCL20670	lcl|CP034993.1_cds_TNM88002.1_6222_TAKIF(
ORTHOMCL20671	lcl|CP034993.1_cds_TNM88245.1_6465_TAKIF(
ORTHOMCL20672	lcl|CP034994.1_cds_TNM86285.1_6514_TAKIF(
ORTHOMCL20673	lcl|CP034994.1_cds_TNM86598.1_6827_TAKIF(
ORTHOMCL20674	lcl|CP034994.1_cds_TNM86607.1_6836_TAKIF(
ORTHOMCL20675	lcl|CP034994.1_cds_TNM86719.1_6948_TAKIF(
ORTHOMCL20676	lcl|CP034994.1_cds_TNM86901.1_7130_TAKIF(
ORTHOMCL20677	lcl|CP034994.1_cds_TNM87135.1_7364_TAKIF(
ORTHOMCL20678	lcl|CP034995.1_cds_TNM85692.1_7962_TAKIF(
ORTHOMCL20679	lcl|CP034995.1_cds_TNM85874.1_8144_TAKIF(
ORTHOMCL20680	lcl|CP034995.1_cds_TNM86074.1_8344_TAKIF(
ORTHOMCL20681	lcl|CP034995.1_cds_TNM86122.1_8392_TAKIF(
ORTHOMCL20682	lcl|CP034995.1_cds_TNM86136.1_8406_TAKIF(
ORTHOMCL20683	lcl|CP034995.1_cds_TNM86137.1_8407_TAKIF(
ORTHOMCL20684	lcl|CP034995.1_cds_TNM86246.1_8516_TAKIF(
ORTHOMCL20685	lcl|CP034996.1_cds_TNM84479.1_8656_TAKIF(
ORTHOMCL20686	lcl|CP034996.1_cds_TNM84519.1_8696_TAKIF(
ORTHOMCL20687	lcl|CP034996.1_cds_TNM84549.1_8726_TAKIF(
ORTHOMCL20688	lcl|CP034996.1_cds_TNM84559.1_8736_TAKIF(
ORTHOMCL20689	lcl|CP034996.1_cds_TNM84606.1_8783_TAKIF(
ORTHOMCL20690	lcl|CP034996.1_cds_TNM84805.1_8982_TAKIF(
ORTHOMCL20691	lcl|JAAGNN010000030.1_cds_KAF4070258.1_24208_AMEIU(
ORTHOMCL20692	lcl|JAAGNN010000030.1_cds_KAF4070272.1_24232_AMEIU(
ORTHOMCL20693	lcl|JAAGNN010000030.1_cds_KAF4070275.1_24235_AMEIU(
ORTHOMCL20694	lcl|JAAGNN010000031.1_cds_KAF4070205.1_24291_AMEIU(
ORTHOMCL20695	lcl|VCAZ01000001.1_cds_TSK13174.1_5033_BAGAR(
ORTHOMCL20696	lcl|VCAZ01000002.1_cds_TSK14812.1_8370_BAGAR(
ORTHOMCL20697	lcl|VCAZ01000003.1_cds_TSK16133.1_10347_BAGAR(
ORTHOMCL20698	lcl|VCAZ01000003.1_cds_TSK16141.1_10355_BAGAR(
ORTHOMCL20699	lcl|VCAZ01000004.1_cds_TSK17849.1_11776_BAGAR(
ORTHOMCL20700	lcl|VCAZ01000004.1_cds_TSK17959.1_11886_BAGAR(
ORTHOMCL20701	lcl|VCAZ01000006.1_cds_TSK22499.1_14193_BAGAR(
ORTHOMCL20702	lcl|VCAZ01000007.1_cds_TVK90559.1_16307_BAGAR(
ORTHOMCL20703	lcl|VCAZ01000014.1_cds_TSK49632.1_4923_BAGAR(
ORTHOMCL20704	lcl|VCAZ01000015.1_cds_TSK53734.1_1193_BAGAR(
ORTHOMCL20705	lcl|VCAZ01000016.1_cds_TSK58047.1_2400_BAGAR(
ORTHOMCL20706	lcl|VCAZ01000018.1_cds_TSK67203.1_6226_BAGAR(
ORTHOMCL20707	lcl|VCAZ01000019.1_cds_TSK72119.1_606_BAGAR(
ORTHOMCL20708	lcl|VCAZ01000020.1_cds_TSK77037.1_6772_BAGAR(
ORTHOMCL20709	lcl|VCAZ01000024.1_cds_TSK98391.1_6506_BAGAR(
ORTHOMCL20710	lcl|VCAZ01000025.1_cds_TSL04420.1_3142_BAGAR(
ORTHOMCL20711	lcl|VCAZ01000029.1_cds_TSL28251.1_7334_BAGAR(
ORTHOMCL20712	lcl|VCAZ01000033.1_cds_TSL54318.1_8546_BAGAR(
ORTHOMCL20713	lcl|VCAZ01000033.1_cds_TSL54319.1_8547_BAGAR(
ORTHOMCL20714	lcl|VCAZ01000033.1_cds_TSL54344.1_8572_BAGAR(
ORTHOMCL20715	lcl|VCAZ01000035.1_cds_TSL68238.1_7777_BAGAR(
ORTHOMCL20716	lcl|VCAZ01000040.1_cds_TSM04852.1_10917_BAGAR(
ORTHOMCL20717	lcl|VCAZ01000043.1_cds_TSM28177.1_9685_BAGAR(
ORTHOMCL20718	lcl|VCAZ01000050.1_cds_TSM85959.1_11414_BAGAR(
ORTHOMCL20719	lcl|VCAZ01000051.1_cds_TSM94706.1_12150_BAGAR(
ORTHOMCL20720	lcl|VCAZ01000054.1_cds_TSN21157.1_12901_BAGAR(
ORTHOMCL20721	lcl|VCAZ01000065.1_cds_TSO25149.1_12441_BAGAR(
ORTHOMCL20722	lcl|VCAZ01000066.1_cds_TSO37097.1_14074_BAGAR(
ORTHOMCL20723	lcl|VCAZ01000068.1_cds_TSO57263.1_14769_BAGAR(
ORTHOMCL20724	lcl|VCAZ01000068.1_cds_TSO57303.1_14809_BAGAR(
ORTHOMCL20725	lcl|VCAZ01000069.1_cds_TSO67445.1_14540_BAGAR(
ORTHOMCL20726	lcl|VCAZ01000069.1_cds_TSO67493.1_14588_BAGAR(
ORTHOMCL20727	lcl|VCAZ01000070.1_cds_TSO77737.1_13714_BAGAR(
ORTHOMCL20728	lcl|VCAZ01000072.1_cds_TSO98541.1_14991_BAGAR(
ORTHOMCL20729	lcl|VCAZ01000073.1_cds_TSP09093.1_15083_BAGAR(
ORTHOMCL20730	lcl|VCAZ01000073.1_cds_TSP09137.1_15127_BAGAR(
ORTHOMCL20731	lcl|VCAZ01000076.1_cds_TSP46827.1_15209_BAGAR(
ORTHOMCL20732	lcl|VCAZ01000079.1_cds_TSP79448.1_14690_BAGAR(
ORTHOMCL20733	lcl|VCAZ01000083.1_cds_TSQ23925.1_16411_BAGAR(
ORTHOMCL20734	lcl|VCAZ01000083.1_cds_TSQ23986.1_16472_BAGAR(
ORTHOMCL20735	lcl|VCAZ01000089.1_cds_TSQ92647.1_16108_BAGAR(
ORTHOMCL20736	lcl|VCAZ01000095.1_cds_TSR63307.1_16902_BAGAR(
ORTHOMCL20737	lcl|VCAZ01000098.1_cds_TSR99433.1_156_BAGAR(
ORTHOMCL20738	lcl|VCAZ01000106.1_cds_TSS97542.1_270_BAGAR(
ORTHOMCL20739	lcl|VCAZ01000108.1_cds_TST22546.1_852_BAGAR(
ORTHOMCL20740	lcl|VCAZ01000127.1_cds_TSV68134.1_2040_BAGAR(
ORTHOMCL20741	lcl|VCAZ01000149.1_cds_TSY69810.1_3191_BAGAR(
ORTHOMCL20742	lcl|VCAZ01000156.1_cds_TSZ68952.1_3320_BAGAR(
ORTHOMCL20743	lcl|VCAZ01000159.1_cds_TTA11861.1_3737_BAGAR(
ORTHOMCL20744	lcl|VCAZ01000171.1_cds_TTB85605.1_4079_BAGAR(
ORTHOMCL20745	lcl|VCAZ01000193.1_cds_TTF11756.1_4872_BAGAR(
ORTHOMCL20746	lcl|VCAZ01000233.1_cds_TTL25870.1_6631_BAGAR(
ORTHOMCL20747	lcl|VCAZ01000242.1_cds_TTM68938.1_6659_BAGAR(
ORTHOMCL20748	lcl|VCAZ01000274.1_cds_TTR84640.1_7592_BAGAR(
ORTHOMCL20749	lcl|VCAZ01000276.1_cds_TTS16963.1_7460_BAGAR(
ORTHOMCL20750	lcl|VCAZ01000286.1_cds_TTT79200.1_7825_BAGAR(
ORTHOMCL20751	lcl|VCAZ01000311.1_cds_TTX88639.1_8494_BAGAR(
ORTHOMCL20752	lcl|VCAZ01000328.1_cds_TUA69864.1_8900_BAGAR(
ORTHOMCL20753	lcl|VCAZ01000359.1_cds_TUF87437.1_9542_BAGAR(
ORTHOMCL20754	lcl|VCAZ01000371.1_cds_TUH89301.1_9761_BAGAR(
ORTHOMCL20755	lcl|VCAZ01000388.1_cds_TUK76269.1_10143_BAGAR(
ORTHOMCL20756	lcl|VCAZ01000418.1_cds_TUP85231.1_10758_BAGAR(
ORTHOMCL20757	lcl|VCAZ01000420.1_cds_TUQ19255.1_10768_BAGAR(
ORTHOMCL20758	lcl|VCAZ01000442.1_cds_TUT94219.1_10996_BAGAR(
ORTHOMCL20759	maker-utg000008l_pilon-augustus-gene-5.9-mRNA-1_PANGA(
ORTHOMCL20760	maker-utg000009l_pilon-augustus-gene-0.18-mRNA-1_PANGA(
ORTHOMCL20761	maker-utg000011l_pilon-augustus-gene-5.19-mRNA-1_PANGA(
ORTHOMCL20762	maker-utg000018l_pilon-augustus-gene-0.17-mRNA-1_PANGA(
ORTHOMCL20763	maker-utg000019l_pilon-augustus-gene-14.7-mRNA-1_PANGA(
ORTHOMCL20764	maker-utg000031l_pilon-augustus-gene-9.31-mRNA-1_PANGA(
ORTHOMCL20765	maker-utg000035l_pilon-augustus-gene-20.28-mRNA-1_PANGA(
ORTHOMCL20766	maker-utg000036l_pilon-augustus-gene-10.17-mRNA-1_PANGA(
ORTHOMCL20767	maker-utg000041l_pilon-augustus-gene-12.20-mRNA-1_PANGA(
ORTHOMCL20768	maker-utg000046l_pilon-augustus-gene-10.37-mRNA-1_PANGA(
ORTHOMCL20769	maker-utg000071l_pilon-augustus-gene-0.15-mRNA-1_PANGA(
ORTHOMCL20770	maker-utg000072l_pilon-augustus-gene-16.18-mRNA-1_PANGA(
ORTHOMCL20771	maker-utg000078l_pilon-augustus-gene-1.23-mRNA-1_PANGA(
ORTHOMCL20772	maker-utg000080l_pilon-augustus-gene-2.35-mRNA-1_PANGA(
ORTHOMCL20773	maker-utg000084l_pilon-augustus-gene-0.20-mRNA-1_PANGA(
ORTHOMCL20774	maker-utg000087l_pilon-augustus-gene-0.10-mRNA-1_PANGA(
ORTHOMCL20775	maker-utg000092l_pilon-augustus-gene-7.12-mRNA-1_PANGA(
ORTHOMCL20776	maker-utg000094l_pilon-augustus-gene-18.6-mRNA-1_PANGA(
ORTHOMCL20777	maker-utg000094l_pilon-augustus-gene-18.8-mRNA-1_PANGA(
ORTHOMCL20778	maker-utg000096l_pilon-augustus-gene-2.9-mRNA-1_PANGA(
ORTHOMCL20779	maker-utg000111l_pilon-augustus-gene-8.23-mRNA-1_PANGA(
ORTHOMCL20780	maker-utg000113l_pilon-augustus-gene-1.20-mRNA-1_PANGA(
ORTHOMCL20781	maker-utg000113l_pilon-augustus-gene-4.43-mRNA-1_PANGA(
ORTHOMCL20782	maker-utg000131l_pilon-augustus-gene-3.20-mRNA-1_PANGA(
ORTHOMCL20783	maker-utg000135l_pilon-augustus-gene-2.22-mRNA-1_PANGA(
ORTHOMCL20784	maker-utg000139l_pilon-augustus-gene-4.13-mRNA-1_PANGA(
ORTHOMCL20785	maker-utg000149l_pilon-augustus-gene-2.7-mRNA-1_PANGA(
ORTHOMCL20786	maker-utg000158l_pilon-augustus-gene-0.19-mRNA-1_PANGA(
ORTHOMCL20787	maker-utg000158l_pilon-augustus-gene-6.21-mRNA-1_PANGA(
ORTHOMCL20788	maker-utg000167l_pilon-augustus-gene-0.23-mRNA-1_PANGA(
ORTHOMCL20789	maker-utg000167l_pilon-augustus-gene-0.25-mRNA-1_PANGA(
ORTHOMCL20790	maker-utg000173l_pilon-augustus-gene-5.53-mRNA-1_PANGA(
ORTHOMCL20791	maker-utg000182l_pilon-augustus-gene-12.19-mRNA-1_PANGA(
ORTHOMCL20792	maker-utg000182l_pilon-augustus-gene-6.13-mRNA-1_PANGA(
ORTHOMCL20793	maker-utg000197l_pilon-augustus-gene-0.16-mRNA-1_PANGA(
ORTHOMCL20794	maker-utg000203l_pilon-augustus-gene-11.60-mRNA-1_PANGA(
ORTHOMCL20795	maker-utg000211l_pilon-augustus-gene-0.23-mRNA-1_PANGA(
ORTHOMCL20796	maker-utg000215l_pilon-augustus-gene-0.25-mRNA-1_PANGA(
ORTHOMCL20797	maker-utg000223l_pilon-augustus-gene-2.23-mRNA-1_PANGA(
ORTHOMCL20798	maker-utg000242l_pilon-augustus-gene-0.12-mRNA-1_PANGA(
ORTHOMCL20799	maker-utg000244l_pilon-augustus-gene-7.26-mRNA-1_PANGA(
ORTHOMCL20800	maker-utg000247l_pilon-augustus-gene-7.12-mRNA-1_PANGA(
ORTHOMCL20801	maker-utg000247l_pilon-augustus-gene-9.24-mRNA-1_PANGA(
ORTHOMCL20802	maker-utg000270l_pilon-augustus-gene-0.26-mRNA-1_PANGA(
ORTHOMCL20803	maker-utg000273l_pilon-augustus-gene-0.18-mRNA-1_PANGA(
ORTHOMCL20804	maker-utg000273l_pilon-augustus-gene-0.23-mRNA-1_PANGA(
ORTHOMCL20805	maker-utg000281l_pilon-augustus-gene-0.12-mRNA-1_PANGA(
ORTHOMCL20806	maker-utg000282l_pilon-augustus-gene-2.18-mRNA-1_PANGA(
ORTHOMCL20807	maker-utg000282l_pilon-augustus-gene-2.19-mRNA-1_PANGA(
ORTHOMCL20808	maker-utg000293l_pilon-augustus-gene-2.51-mRNA-1_PANGA(
ORTHOMCL20809	maker-utg000293l_pilon-augustus-gene-2.62-mRNA-1_PANGA(
ORTHOMCL20810	maker-utg000299l_pilon-augustus-gene-9.20-mRNA-1_PANGA(
ORTHOMCL20811	maker-utg000312l_pilon-augustus-gene-1.34-mRNA-1_PANGA(
ORTHOMCL20812	maker-utg000336l_pilon-augustus-gene-8.35-mRNA-1_PANGA(
ORTHOMCL20813	maker-utg000338l_pilon-augustus-gene-13.53-mRNA-1_PANGA(
ORTHOMCL20814	maker-utg000338l_pilon-augustus-gene-8.12-mRNA-1_PANGA(
ORTHOMCL20815	maker-utg000341l_pilon-augustus-gene-4.27-mRNA-1_PANGA(
ORTHOMCL20816	maker-utg000391l_pilon-augustus-gene-5.72-mRNA-1_PANGA(
ORTHOMCL20817	maker-utg000395l_pilon-augustus-gene-3.19-mRNA-1_PANGA(
ORTHOMCL20818	maker-utg000436l_pilon-augustus-gene-1.31-mRNA-1_PANGA(
ORTHOMCL20819	maker-utg000453l_pilon-augustus-gene-13.23-mRNA-1_PANGA(
ORTHOMCL20820	maker-utg000478l_pilon-augustus-gene-2.16-mRNA-1_PANGA(
ORTHOMCL20821	maker-utg000498l_pilon-augustus-gene-0.31-mRNA-1_PANGA(
ORTHOMCL20822	maker-utg000543l_pilon-augustus-gene-1.20-mRNA-1_PANGA(
ORTHOMCL20823	maker-utg000565l_pilon-augustus-gene-1.40-mRNA-1_PANGA(
ORTHOMCL20824	maker-utg000636l_pilon-augustus-gene-0.12-mRNA-1_PANGA(
ORTHOMCL20825	maker-utg000760l_pilon-augustus-gene-0.18-mRNA-1_PANGA(
ORTHOMCL20826	maker-utg000761l_pilon-augustus-gene-0.13-mRNA-1_PANGA(
ORTHOMCL20827	rna-XM_017450414.1_ICTAL(
ORTHOMCL20828	rna-XM_017451310.1_ICTAL(
ORTHOMCL20829	rna-XM_017451650.1_ICTAL(
ORTHOMCL20830	rna-XM_017452778.1_ICTAL(
ORTHOMCL20831	rna-XM_017453810.1_ICTAL(
ORTHOMCL20832	rna-XM_017454068.1_ICTAL(
ORTHOMCL20833	rna-XM_017454086.1_ICTAL(
ORTHOMCL20834	rna-XM_017454170.1_ICTAL(
ORTHOMCL20835	rna-XM_017455002.1_ICTAL(
ORTHOMCL20836	rna-XM_017455530.1_ICTAL(
ORTHOMCL20837	rna-XM_017455630.1_ICTAL(
ORTHOMCL20838	rna-XM_017456708.1_ICTAL(
ORTHOMCL20839	rna-XM_017456999.1_ICTAL(
ORTHOMCL20840	rna-XM_017460221.1_ICTAL(
ORTHOMCL20841	rna-XM_017460736.1_ICTAL(
ORTHOMCL20842	rna-XM_017460915.1_ICTAL(
ORTHOMCL20843	rna-XM_017460960.1_ICTAL(
ORTHOMCL20844	rna-XM_017461059.1_ICTAL(
ORTHOMCL20845	rna-XM_017461975.1_ICTAL(
ORTHOMCL20846	rna-XM_017461991.1_ICTAL(
ORTHOMCL20847	rna-XM_017462003.1_ICTAL(
ORTHOMCL20848	rna-XM_017462103.1_ICTAL(
ORTHOMCL20849	rna-XM_017462162.1_ICTAL(
ORTHOMCL20850	rna-XM_017462291.1_ICTAL(
ORTHOMCL20851	rna-XM_017462294.1_ICTAL(
ORTHOMCL20852	rna-XM_017462321.1_ICTAL(
ORTHOMCL20853	rna-XM_017462376.1_ICTAL(
ORTHOMCL20854	rna-XM_017462381.1_ICTAL(
ORTHOMCL20855	rna-XM_017462388.1_ICTAL(
ORTHOMCL20856	rna-XM_017462389.1_ICTAL(
ORTHOMCL20857	rna-XM_017462398.1_ICTAL(
ORTHOMCL20858	rna-XM_017462407.1_ICTAL(
ORTHOMCL20859	rna-XM_017462411.1_ICTAL(
ORTHOMCL20860	rna-XM_017462435.1_ICTAL(
ORTHOMCL20861	rna-XM_017462474.1_ICTAL(
ORTHOMCL20862	rna-XM_017462548.1_ICTAL(
ORTHOMCL20863	rna-XM_017462581.1_ICTAL(
ORTHOMCL20864	rna-XM_017462632.1_ICTAL(
ORTHOMCL20865	rna-XM_017462656.1_ICTAL(
ORTHOMCL20866	rna-XM_017462660.1_ICTAL(
ORTHOMCL20867	rna-XM_017462682.1_ICTAL(
ORTHOMCL20868	rna-XM_017462684.1_ICTAL(
ORTHOMCL20869	rna-XM_017462699.1_ICTAL(
ORTHOMCL20870	rna-XM_017462700.1_ICTAL(
ORTHOMCL20871	rna-XM_017462759.1_ICTAL(
ORTHOMCL20872	rna-XM_017462797.1_ICTAL(
ORTHOMCL20873	rna-XM_017462822.1_ICTAL(
ORTHOMCL20874	rna-XM_017462826.1_ICTAL(
ORTHOMCL20875	rna-XM_017462839.1_ICTAL(
ORTHOMCL20876	rna-XM_017462909.1_ICTAL(
ORTHOMCL20877	rna-XM_017462936.1_ICTAL(
ORTHOMCL20878	rna-XM_017463018.1_ICTAL(
ORTHOMCL20879	rna-XM_017463242.1_ICTAL(
ORTHOMCL20880	rna-XM_017464227.1_ICTAL(
ORTHOMCL20881	rna-XM_017465333.1_ICTAL(
ORTHOMCL20882	rna-XM_017465533.1_ICTAL(
ORTHOMCL20883	rna-XM_017466033.1_ICTAL(
ORTHOMCL20884	rna-XM_017467026.1_ICTAL(
ORTHOMCL20885	rna-XM_017467211.1_ICTAL(
ORTHOMCL20886	rna-XM_017467402.1_ICTAL(
ORTHOMCL20887	rna-XM_017468775.1_ICTAL(
ORTHOMCL20888	rna-XM_017469324.1_ICTAL(
ORTHOMCL20889	rna-XM_017471075.1_ICTAL(
ORTHOMCL20890	rna-XM_017471193.1_ICTAL(
ORTHOMCL20891	rna-XM_017472043.1_ICTAL(
ORTHOMCL20892	rna-XM_017473947.1_ICTAL(
ORTHOMCL20893	rna-XM_017475834.1_ICTAL(
ORTHOMCL20894	rna-XM_017482839.1_ICTAL(
ORTHOMCL20895	rna-XM_017484376.1_ICTAL(
ORTHOMCL20896	rna-XM_017484611.1_ICTAL(
ORTHOMCL20897	rna-XM_017484707.1_ICTAL(
ORTHOMCL20898	rna-XM_017484823.1_ICTAL(
ORTHOMCL20899	rna-XM_017486501.1_ICTAL(
ORTHOMCL20900	rna-XM_017486542.1_ICTAL(
ORTHOMCL20901	rna-XM_017487507.1_ICTAL(
ORTHOMCL20902	rna-XM_017487665.1_ICTAL(
ORTHOMCL20903	rna-XM_017488272.1_ICTAL(
ORTHOMCL20904	rna-XM_017489255.1_ICTAL(
ORTHOMCL20905	rna-XM_017490445.1_ICTAL(
ORTHOMCL20906	rna-XM_017492494.1_ICTAL(
ORTHOMCL20907	rna-XM_017494685.1_ICTAL(
ORTHOMCL20908	rna-XM_027140172.1_TACHY(
ORTHOMCL20911	rna-XM_027168838.1_TACHY(
ORTHOMCL20912	rna-XM_027145266.1_TACHY(
ORTHOMCL20913	rna-XM_027164410.1_TACHY(
ORTHOMCL20914	rna-XM_027146349.1_TACHY(
ORTHOMCL20915	rna-XM_027137735.1_TACHY(
ORTHOMCL20918	rna-XM_027135106.1_TACHY(
ORTHOMCL20922	rna-XM_027150722.1_TACHY(
ORTHOMCL20923	rna-XM_027168977.1_TACHY(
ORTHOMCL20924	rna-XM_027157417.1_TACHY(
ORTHOMCL20925	rna-XM_027148274.1_TACHY(
ORTHOMCL20926	rna-XM_027165372.1_TACHY(
ORTHOMCL20927	rna-XM_027176287.1_TACHY(
ORTHOMCL20928	rna-XM_027151704.1_TACHY(
ORTHOMCL20929	rna-XM_027138597.1_TACHY(
ORTHOMCL20930	rna-XM_027137903.1_TACHY(
ORTHOMCL20931	rna-XM_027133767.1_TACHY(
ORTHOMCL20932	rna-XM_027143461.1_TACHY(
ORTHOMCL20933	rna-XM_027134900.1_TACHY(
ORTHOMCL20935	rna-XM_027174520.1_TACHY(
ORTHOMCL20937	rna-XM_027132913.1_TACHY(
ORTHOMCL20938	rna-XM_027133317.1_TACHY(
ORTHOMCL20939	rna-XM_027133695.1_TACHY(
ORTHOMCL20940	rna-XM_027133718.1_TACHY(
ORTHOMCL20941	rna-XM_027133817.1_TACHY(
ORTHOMCL20942	rna-XM_027134071.1_TACHY(
ORTHOMCL20943	rna-XM_027134072.1_TACHY(
ORTHOMCL20944	rna-XM_027134221.1_TACHY(
ORTHOMCL20945	rna-XM_027134316.1_TACHY(
ORTHOMCL20946	rna-XM_027134416.1_TACHY(
ORTHOMCL20947	rna-XM_027134757.1_TACHY(
ORTHOMCL20948	rna-XM_027134836.1_TACHY(
ORTHOMCL20949	rna-XM_027135010.1_TACHY(
ORTHOMCL20950	rna-XM_027135393.1_TACHY(
ORTHOMCL20951	rna-XM_027136671.1_TACHY(
ORTHOMCL20952	rna-XM_027136824.1_TACHY(
ORTHOMCL20953	rna-XM_027137397.1_TACHY(
ORTHOMCL20954	rna-XM_027137914.1_TACHY(
ORTHOMCL20955	rna-XM_027137923.1_TACHY(
ORTHOMCL20956	rna-XM_027137974.1_TACHY(
ORTHOMCL20957	rna-XM_027138029.1_TACHY(
ORTHOMCL20958	rna-XM_027138142.1_TACHY(
ORTHOMCL20959	rna-XM_027138659.1_TACHY(
ORTHOMCL20960	rna-XM_027139240.1_TACHY(
ORTHOMCL20961	rna-XM_027139296.1_TACHY(
ORTHOMCL20962	rna-XM_027139785.1_TACHY(
ORTHOMCL20963	rna-XM_027140306.1_TACHY(
ORTHOMCL20964	rna-XM_027140847.1_TACHY(
ORTHOMCL20965	rna-XM_027141192.1_TACHY(
ORTHOMCL20966	rna-XM_027141264.1_TACHY(
ORTHOMCL20967	rna-XM_027142314.1_TACHY(
ORTHOMCL20968	rna-XM_027144147.1_TACHY(
ORTHOMCL20969	rna-XM_027144890.1_TACHY(
ORTHOMCL20970	rna-XM_027145458.1_TACHY(
ORTHOMCL20971	rna-XM_027145558.1_TACHY(
ORTHOMCL20972	rna-XM_027145909.1_TACHY(
ORTHOMCL20973	rna-XM_027145992.1_TACHY(
ORTHOMCL20974	rna-XM_027146197.1_TACHY(
ORTHOMCL20975	rna-XM_027147550.1_TACHY(
ORTHOMCL20976	rna-XM_027147558.1_TACHY(
ORTHOMCL20977	rna-XM_027147944.1_TACHY(
ORTHOMCL20978	rna-XM_027148325.1_TACHY(
ORTHOMCL20979	rna-XM_027148345.1_TACHY(
ORTHOMCL20980	rna-XM_027148358.1_TACHY(
ORTHOMCL20981	rna-XM_027148913.1_TACHY(
ORTHOMCL20982	rna-XM_027150391.1_TACHY(
ORTHOMCL20983	rna-XM_027150742.1_TACHY(
ORTHOMCL20984	rna-XM_027151333.1_TACHY(
ORTHOMCL20985	rna-XM_027151353.1_TACHY(
ORTHOMCL20986	rna-XM_027151391.1_TACHY(
ORTHOMCL20987	rna-XM_027152051.1_TACHY(
ORTHOMCL20988	rna-XM_027152076.1_TACHY(
ORTHOMCL20989	rna-XM_027152633.1_TACHY(
ORTHOMCL20990	rna-XM_027152843.1_TACHY(
ORTHOMCL20991	rna-XM_027152969.1_TACHY(
ORTHOMCL20992	rna-XM_027154820.1_TACHY(
ORTHOMCL20993	rna-XM_027156601.1_TACHY(
ORTHOMCL20994	rna-XM_027156674.1_TACHY(
ORTHOMCL20995	rna-XM_027156888.1_TACHY(
ORTHOMCL20996	rna-XM_027157289.1_TACHY(
ORTHOMCL20997	rna-XM_027157350.1_TACHY(
ORTHOMCL20998	rna-XM_027157993.1_TACHY(
ORTHOMCL20999	rna-XM_027158285.1_TACHY(
ORTHOMCL21000	rna-XM_027159555.1_TACHY(
ORTHOMCL21001	rna-XM_027159575.1_TACHY(
ORTHOMCL21002	rna-XM_027160041.1_TACHY(
ORTHOMCL21003	rna-XM_027160501.1_TACHY(
ORTHOMCL21004	rna-XM_027160951.1_TACHY(
ORTHOMCL21005	rna-XM_027164255.1_TACHY(
ORTHOMCL21006	rna-XM_027165035.1_TACHY(
ORTHOMCL21007	rna-XM_027166001.1_TACHY(
ORTHOMCL21008	rna-XM_027167888.1_TACHY(
ORTHOMCL21009	rna-XM_027168038.1_TACHY(
ORTHOMCL21010	rna-XM_027168479.1_TACHY(
ORTHOMCL21011	rna-XM_027170290.1_TACHY(
ORTHOMCL21012	rna-XM_027171094.1_TACHY(
ORTHOMCL21013	rna-XM_027171166.1_TACHY(
ORTHOMCL21014	rna-XM_027171559.1_TACHY(
ORTHOMCL21015	rna-XM_027172532.1_TACHY(
ORTHOMCL21016	rna-XM_027174095.1_TACHY(
ORTHOMCL21017	rna-XM_027174777.1_TACHY(
ORTHOMCL21018	rna-XM_027175029.1_TACHY(
ORTHOMCL21019	rna-XM_027176898.1_TACHY(
ORTHOMCL21020	rna-XM_027176921.1_TACHY(
ORTHOMCL21021	rna-XM_027177026.1_TACHY(
ORTHOMCL21022	rna-XM_027177211.1_TACHY(
ORTHOMCL21023	rna-XM_027177484.1_TACHY(
ORTHOMCL21024	rna-XM_027177800.1_TACHY(
ORTHOMCL21025	rna-XM_027178296.1_TACHY(
ORTHOMCL21026	rna-XM_027178966.1_TACHY(
ORTHOMCL21027	rna-XM_027179017.1_TACHY(
ORTHOMCL21028	rna-XM_027179257.1_TACHY(
ORTHOMCL21029	rna-XM_027179522.1_TACHY(
